configuration,seed,node_f1,edge_auroc,subgraph_f1,fidelity,stability,completeness,latency_seconds
minus_prototype_learning,88,0.9797979797979798,0.99925,0.6666666666666666,0.48905032873153687,1.0,1.0,0.007529933500336483
minus_prototype_learning,99,0.9797979797979798,0.9992,0.6666666666666666,0.49348777532577515,1.0,1.0,0.0079546750002919
minus_prototype_learning,110,0.9797979797979798,0.9991749999999999,0.6666666666666666,0.5249380469322205,1.0,1.0,0.008597548500802077
minus_temporal_attention,11,0.9797979797979798,0.9991749999999999,0.6666666666666666,0.539496898651123,1.0,1.0,0.008204913499866962
minus_temporal_attention,22,0.9797979797979798,0.99925,0.6666666666666666,0.49369433522224426,1.0,1.0,0.007230950999655761
minus_temporal_attention,33,0.9797979797979798,0.999275,0.5,0.44885119795799255,1.0,1.0,0.007830277999801183
minus_temporal_attention,44,0.9797979797979798,0.9993,0.6666666666666666,0.5181878805160522,1.0,1.0,0.00903594500005056
minus_temporal_attention,55,0.9797979797979798,0.99925,0.6666666666666666,0.535803496837616,1.0,1.0,0.008005841999874974
minus_temporal_attention,66,0.0,0.99925,0.6666666666666666,,,,
minus_temporal_attention,77,0.9797979797979798,0.99925,0.6666666666666666,0.5205048322677612,1.0,1.0,0.009203552499911893
minus_temporal_attention,88,0.9797979797979798,0.99925,0.6666666666666666,0.4755379557609558,1.0,1.0,0.00795060900009048
minus_temporal_attention,99,0.9797979797979798,0.999225,0.6666666666666666,0.47410666942596436,1.0,1.0,0.007043685499866115
minus_temporal_attention,110,0.9797979797979798,0.9991749999999999,0.6666666666666666,0.521026074886322,1.0,1.0,0.007841300499876525
minus_gating_mechanism,11,0.9797979797979798,0.9978499999999999,0.4,0.5256133079528809,1.0,1.0,0.0072684560004745435
minus_gating_mechanism,22,0.9797979797979798,0.999325,0.4,0.5969245433807373,1.0,1.0,0.007136252999771386
minus_gating_mechanism,33,0.9797979797979798,0.99925,0.4,0.48575514554977417,1.0,1.0,0.0072853609995036095
minus_gating_mechanism,44,0.9797979797979798,0.9993,0.8,0.5561640858650208,1.0,1.0,0.007226559000173438
minus_gating_mechanism,55,0.9797979797979798,0.999,0.5,0.5742499828338623,1.0,1.0,0.008263676499609574
minus_gating_mechanism,66,0.9797979797979798,0.9993,0.4,0.5585641264915466,1.0,1.0,0.007582191000437888
minus_gating_mechanism,77,0.9797979797979798,0.9991,0.6666666666666666,0.5783540606498718,1.0,1.0,0.006860491999759688
minus_gating_mechanism,88,0.9797979797979798,0.99925,0.4,0.5385352969169617,1.0,1.0,0.007350894500177674
minus_gating_mechanism,99,0.9797979797979798,0.998875,0.4,0.5511786937713623,1.0,1.0,0.007339127499562892
minus_gating_mechanism,110,0.9797979797979798,0.999325,0.4,0.5443973541259766,1.0,1.0,0.00720114800014926
