seed,edge_auroc_candidate,edge_f1_candidate,node_auroc_candidate,node_f1_candidate,subgraph_f1_candidate,edge_auroc_reference,edge_f1_reference,node_auroc_reference,node_f1_reference,subgraph_f1_reference
11,0.5298879999999999,0.6666666666666666,0.4338187814215212,0.6605293440736479,0.7499999999999999,0.7083999999999999,0.6858710562414266,0.5057596513075966,0.6643913538111491,0.7272727272727272
22,0.310272,0.6106194690265487,0.5546561505465616,0.662883087400681,0.0,0.603656,0.6802919708029197,0.5140964438909644,0.6643913538111491,0.7692307692307693
33,0.7223519999999999,0.6666666666666666,0.5077660163276603,0.6643913538111491,0.0,0.5603279999999999,0.6813793103448276,0.5137043955537106,0.6643913538111491,0.6666666666666666
44,0.481408,0.664886515353805,0.6119586273695863,0.662883087400681,0.5714285714285714,0.5878559999999999,0.6830601092896176,0.5052061713020618,0.65675057208238,0.888888888888889
55,0.417552,0.6666666666666666,0.5116692034500253,0.662883087400681,0.6666666666666666,0.598584,0.6792452830188679,0.5136352105530188,0.6643913538111491,0.7692307692307693
