metric,matched_seeds,candidate,reference,candidate_mean,reference_mean,paired_difference,ci95_low,ci95_high,paired_effect_dz,sign_flip_pvalue_two_sided
edge_auroc,5,X-THGNN,LogisticRegression,0.6357999999999999,0.953725,-0.31792500000000007,-0.4996743404618545,-0.13617565953814564,-2.1719805179253675,0.06144692765361732
edge_f1,5,X-THGNN,LogisticRegression,0.4343156197208017,0.8087431693989071,-0.37442754967810543,-0.5256326705800418,-0.2232224287761691,-3.0747186708873038,0.0623968801559922
node_auroc,5,X-THGNN,LogisticRegression,0.5650793650793652,0.8872785829307569,-0.3221992178513918,-0.8713955774307605,0.22699714172797697,-0.7284519681847403,0.256337183140843
node_f1,5,X-THGNN,LogisticRegression,0.04318599609154936,0.12121212121212119,-0.07802612512057185,-0.131008823431295,-0.025043426809848703,-1.8285635418826642,0.06089695515224239
subgraph_f1,5,X-THGNN,LogisticRegression,1.0,1.0,0.0,0.0,0.0,,1.0
