dataset,run,seed,dataset_sha256,rows,node_f1,node_auroc,node_auprc,node_brier,node_false_alarms_per_window,edge_f1,edge_auroc,edge_auprc,edge_brier,subgraph_f1,explanation_fidelity,explanation_stability,explanation_sparsity,explanation_completeness,explanation_latency_seconds,robustness_attack_success,robustness_explanation_fidelity
trace,evidence_work/runs/trace/seed_11,11,12826648fe873d5b0f94a41484d3fac5999a527f26feca67ededefc8eda49dce,5000,0.0135440180586907,0.4474885844748859,0.0069571556671751,0.1905908968959444,437.0,0.9166666666666666,1.0,1.0,0.1395677617595329,1.0,0.0,0.989847719669342,0.0600232525102991,1.0,0.0063372595004693,0.0,0.0
trace,evidence_work/runs/trace/seed_22,22,12826648fe873d5b0f94a41484d3fac5999a527f26feca67ededefc8eda49dce,5000,0.1666666666666666,0.9510763209393346,0.0732261565594899,0.2155141284099338,30.0,0.8817204301075269,0.999742445054945,0.9977125378174048,0.2567839752539469,1.0,0.0133965210989117,0.972972959280014,0.0800734618916437,1.0,0.0041659234998405,0.0,0.008841817267239
trace,evidence_work/runs/trace/seed_33,33,12826648fe873d5b0f94a41484d3fac5999a527f26feca67ededefc8eda49dce,5000,0.0,0.1030658838878017,0.0042914205619276,0.2778710017679781,79.0,0.6133333333333333,1.0,1.0000000000000002,0.155789134707493,1.0,0.0048583075404167,0.7930327951908112,0.1393951044470075,1.0,0.0044210319997546,,0.0048583392053842
trace,evidence_work/runs/trace/seed_44,44,12826648fe873d5b0f94a41484d3fac5999a527f26feca67ededefc8eda49dce,5000,0.1999999999999999,0.9569471624266144,0.0822705314009661,0.2144708542914791,24.0,0.0,0.9714972527472528,0.6559605476209426,0.1616506449446925,1.0,0.0292405374348163,1.0,0.0978675645342312,1.0,0.0038468464999823,0.0,0.0294202174991369
trace,evidence_work/runs/trace/seed_55,55,12826648fe873d5b0f94a41484d3fac5999a527f26feca67ededefc8eda49dce,5000,1.0,1.0,1.0,0.2247818098709071,0.0,0.8125000000000001,0.997810782967033,0.9849991438271452,0.226247461026097,1.0,0.0001147886141552,0.6666666716337204,0.8808080808080808,1.0,0.0034843449998334,0.0,0.0001182854175567
