configuration,seed,node_f1,edge_auroc,subgraph_f1,fidelity,stability,completeness,latency_seconds
minus_prototype_learning,44,0.672544080604534,0.543312,0.8,0.00024630644475109875,1.0,0.999996542930603,0.03585350349976579
minus_prototype_learning,55,0.664391353811149,0.482672,0.8888888888888888,0.03134426474571228,1.0,0.9999979138374329,0.037477162000413955
minus_prototype_learning,66,0.6579261025029798,0.5259360000000001,0.7272727272727273,0.0,1.0,1.0,0.034824017499886395
minus_prototype_learning,77,0.662883087400681,0.521872,0.8,0.018169604241847992,1.0,1.0,0.020268955000119604
minus_prototype_learning,88,0.6651428571428571,0.5029119999999999,0.8888888888888888,0.005301650147885084,1.0,1.0,0.02202266700032851
minus_prototype_learning,99,0.662883087400681,0.434752,0.6666666666666666,0.005483368411660194,1.0,0.9999984502792358,0.020374409500163893
minus_prototype_learning,110,0.6605293440736478,0.560032,0.6666666666666666,0.015930108726024628,1.0,1.0,0.02125875400042787
minus_temporal_attention,11,0.6605293440736478,0.516688,0.75,0.0038198367692530155,1.0,1.0,0.020986692500173376
minus_temporal_attention,22,0.6613272311212814,0.37644799999999995,0.8888888888888888,0.009400464594364166,1.0,0.9999905824661255,0.07357701450018794
minus_temporal_attention,33,0.6597938144329897,0.5160800000000001,0.8888888888888888,0.0,1.0,0.9999910593032837,0.02066697399959594
minus_temporal_attention,44,0.6638054363376252,0.506576,0.7272727272727273,0.0010988094145432115,1.0,0.9999960064888,0.015940365500227927
minus_temporal_attention,55,0.662883087400681,0.45379200000000003,0.6,0.014518455602228642,1.0,0.9999991655349731,0.019925674999740295
minus_temporal_attention,66,0.662883087400681,0.5343519999999999,0.7272727272727273,0.0,1.0,1.0,0.0196354610002345
minus_temporal_attention,77,0.662883087400681,0.529968,0.0,0.009166130796074867,1.0,1.0,0.021508869000172126
minus_temporal_attention,88,0.6628571428571428,0.5130240000000001,0.8888888888888888,0.00895053893327713,1.0,0.9999997615814209,0.019734263999907853
minus_temporal_attention,99,0.662883087400681,0.41206399999999993,0.6666666666666666,0.003606024431064725,1.0,0.9999984502792358,0.018578949999664474
minus_temporal_attention,110,0.6605293440736478,0.55608,0.6666666666666666,0.012309558689594269,1.0,1.0,0.01929266400020424
minus_gating_mechanism,11,0.6698564593301436,0.44977599999999995,0.8,0.004401006270200014,1.0,1.0,0.018753120500150544
minus_gating_mechanism,22,0.6706586826347305,0.361472,0.6153846153846154,0.0,1.0,0.9999969601631165,0.018817405499703455
minus_gating_mechanism,33,0.6509803921568628,0.6360959999999999,0.7272727272727273,0.004965587984770536,1.0,1.0,0.018305859499832877
minus_gating_mechanism,44,0.6600846262341326,0.577712,0.6,0.0,1.0,0.9999819993972778,0.01602269199975126
minus_gating_mechanism,55,0.6613272311212814,0.425856,0.5,0.007182364817708731,1.0,0.9999988675117493,0.018978056500145613
minus_gating_mechanism,66,0.6543535620052771,0.517472,0.8888888888888888,0.012810274958610535,1.0,0.9999961853027344,0.03165735250013313
minus_gating_mechanism,77,0.662883087400681,0.5225120000000001,0.6666666666666666,0.024923961609601974,1.0,1.0,0.03031079700031114
minus_gating_mechanism,88,0.6723716381418093,0.463632,0.6153846153846154,0.0,1.0,0.9999939799308777,0.03713771199954863
minus_gating_mechanism,99,0.662883087400681,0.510784,0.7272727272727273,0.04149432107806206,0.9983968019485474,1.0,0.039109455999550846
minus_gating_mechanism,110,0.6605293440736478,0.5132639999999999,0.6666666666666666,0.02412814274430275,1.0,1.0,0.03834058750044278
