seed,edge_auroc_candidate,edge_f1_candidate,node_auroc_candidate,node_f1_candidate,subgraph_f1_candidate,edge_auroc_reference,edge_f1_reference,node_auroc_reference,node_f1_reference,subgraph_f1_reference
11,1.0,0.9166666666666666,0.4474885844748859,0.0135440180586907,1.0,1.0,1.0,1.0,0.6,1.0
22,0.999742445054945,0.8817204301075269,0.9510763209393346,0.1666666666666666,1.0,1.0,1.0,0.9967384213959556,0.3333333333333333,1.0
33,1.0,0.6133333333333333,0.1030658838878017,0.0,1.0,1.0,1.0,0.9908675799086758,0.4,1.0
44,0.9714972527472528,0.0,0.9569471624266144,0.1999999999999999,1.0,1.0,1.0,1.0,0.8571428571428571,1.0
55,0.997810782967033,0.8125000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
