dataset,ablation,seed,node_f1,edge_auroc,subgraph_f1,explanation_fidelity,stability,completeness,latency_seconds
cadets,minus_temporal_stream,77,0.0038387715930902,0.187375,1.0,0.0,0.9889568448066712,0.9999983310699464,0.011477213000262
cadets,minus_temporal_stream,88,0.2666666666666666,0.8112750000000001,1.0,1.1748388715204785e-06,0.931497585773468,0.9999889731407166,0.0058431049999398
cadets,minus_temporal_stream,99,0.110091743119266,0.4789375,1.0,0.001189962029457,0.974106788635254,0.999996542930603,0.0095795270001417
cadets,minus_temporal_stream,110,0.5,0.792175,1.0,0.0,0.8358893275260926,1.0,0.0054986964998988
cadets,minus_heterogeneous_stream,11,0.0,0.465075,1.0,0.0,1.0,1.0,0.0086715200000071
cadets,minus_heterogeneous_stream,22,0.0619469026548672,0.6964750000000001,1.0,0.0,0.9529892444610596,0.9999776482582092,0.011605597000198
cadets,minus_heterogeneous_stream,33,0.018018018018018,0.845325,1.0,0.0,0.9942857146263122,0.9999951720237732,0.0082134694998785
cadets,minus_heterogeneous_stream,44,0.0220472440944881,0.535525,1.0,0.0003740789543371,0.9649574398994446,1.0,0.0159101474998806
cadets,minus_heterogeneous_stream,55,0.106060606060606,0.6438250000000001,1.0,0.0010630147298797,0.8746179699897766,1.0,0.0107223870002144
cadets,minus_heterogeneous_stream,66,0.1111111111111111,0.3046,1.0,0.0001955838815774,1.0,0.9999980926513672,0.0085941629999979
cadets,minus_heterogeneous_stream,77,0.0,0.1417499999999999,1.0,,,,
cadets,minus_heterogeneous_stream,88,0.1320754716981132,0.66705,1.0,0.0,0.9591194868087768,0.9999983906745912,0.0176888859998598
cadets,minus_heterogeneous_stream,99,0.0858895705521472,0.4808,1.0,0.0020652310922741,0.97474684715271,0.9999671578407288,0.0220591624999997
cadets,minus_heterogeneous_stream,110,0.4347826086956521,0.809725,1.0,0.0,0.7779259085655212,0.9998925924301147,0.0056954455001232
cadets,minus_joint_optimization,11,0.0,0.467875,1.0,0.0,1.0,1.0,0.0060582730000078
cadets,minus_joint_optimization,22,0.0614035087719298,0.6900250000000001,1.0,0.0,0.9294198155403136,1.0,0.0231023284998173
cadets,minus_joint_optimization,33,0.0238095238095238,0.84555,1.0,0.0,0.9659380435943604,0.9999712109565736,0.0169539295002323
cadets,minus_joint_optimization,44,0.0220472440944881,0.531575,1.0,0.0,0.9395682334899902,0.9999905824661256,0.0339209739997841
cadets,minus_joint_optimization,55,0.1037037037037037,0.6438,1.0,0.0017683957703411,0.8877741813659668,1.0,0.0208915419998447
cadets,minus_joint_optimization,66,0.1875,0.308475,1.0,4.069324131705798e-05,1.0,1.0,0.0147723434999988
cadets,minus_joint_optimization,77,0.0,0.141225,1.0,0.0016766786575317,1.0,0.9994404911994934,0.00910498799999
cadets,minus_joint_optimization,88,0.2,0.65475,1.0,3.098204615525901e-05,0.7676523804664612,1.0,0.0062406925001141
cadets,minus_joint_optimization,99,0.0933333333333333,0.451325,1.0,0.0019494832959026,0.9840706348419188,1.0,0.0092267239999728
cadets,minus_joint_optimization,110,0.4761904761904761,0.7835,1.0,5.502785825228784e-06,0.7707509875297547,1.0,0.0068112450001081
