dataset,ablation,seed,node_f1,edge_auroc,subgraph_f1,explanation_fidelity,stability,completeness,latency_seconds
theia,minus_prototype_learning,44,0.9797979797979798,0.9993,0.6666666666666666,0.525784432888031,1.0,1.0,0.0149697540005035
theia,minus_prototype_learning,55,0.9797979797979798,0.9986,0.6666666666666666,0.5363262295722961,1.0,1.0,0.0126754899997649
theia,minus_prototype_learning,66,0.0,0.99925,0.6666666666666666,,,,
theia,minus_prototype_learning,77,0.9797979797979798,0.9992,0.6666666666666666,0.5215326547622681,1.0,1.0,0.008020397999644
theia,minus_prototype_learning,88,0.9797979797979798,0.99925,0.6666666666666666,0.4890503287315368,1.0,1.0,0.0075299335003364
theia,minus_prototype_learning,99,0.9797979797979798,0.9992,0.6666666666666666,0.4934877753257751,1.0,1.0,0.0079546750002919
theia,minus_prototype_learning,110,0.9797979797979798,0.999175,0.6666666666666666,0.5249380469322205,1.0,1.0,0.008597548500802
theia,minus_temporal_attention,11,0.9797979797979798,0.999175,0.6666666666666666,0.539496898651123,1.0,1.0,0.0082049134998669
theia,minus_temporal_attention,22,0.9797979797979798,0.99925,0.6666666666666666,0.4936943352222442,1.0,1.0,0.0072309509996557
theia,minus_temporal_attention,33,0.9797979797979798,0.999275,0.5,0.4488511979579925,1.0,1.0,0.0078302779998011
theia,minus_temporal_attention,44,0.9797979797979798,0.9993,0.6666666666666666,0.5181878805160522,1.0,1.0,0.0090359450000505
theia,minus_temporal_attention,55,0.9797979797979798,0.99925,0.6666666666666666,0.535803496837616,1.0,1.0,0.0080058419998749
theia,minus_temporal_attention,66,0.0,0.99925,0.6666666666666666,,,,
theia,minus_temporal_attention,77,0.9797979797979798,0.99925,0.6666666666666666,0.5205048322677612,1.0,1.0,0.0092035524999118
theia,minus_temporal_attention,88,0.9797979797979798,0.99925,0.6666666666666666,0.4755379557609558,1.0,1.0,0.0079506090000904
theia,minus_temporal_attention,99,0.9797979797979798,0.999225,0.6666666666666666,0.4741066694259643,1.0,1.0,0.0070436854998661
theia,minus_temporal_attention,110,0.9797979797979798,0.999175,0.6666666666666666,0.521026074886322,1.0,1.0,0.0078413004998765
theia,minus_gating_mechanism,11,0.9797979797979798,0.99785,0.4,0.5256133079528809,1.0,1.0,0.0072684560004745
theia,minus_gating_mechanism,22,0.9797979797979798,0.999325,0.4,0.5969245433807373,1.0,1.0,0.0071362529997713
theia,minus_gating_mechanism,33,0.9797979797979798,0.99925,0.4,0.4857551455497741,1.0,1.0,0.0072853609995036
theia,minus_gating_mechanism,44,0.9797979797979798,0.9993,0.8,0.5561640858650208,1.0,1.0,0.0072265590001734
theia,minus_gating_mechanism,55,0.9797979797979798,0.999,0.5,0.5742499828338623,1.0,1.0,0.0082636764996095
theia,minus_gating_mechanism,66,0.9797979797979798,0.9993,0.4,0.5585641264915466,1.0,1.0,0.0075821910004378
theia,minus_gating_mechanism,77,0.9797979797979798,0.9991,0.6666666666666666,0.5783540606498718,1.0,1.0,0.0068604919997596
theia,minus_gating_mechanism,88,0.9797979797979798,0.99925,0.4,0.5385352969169617,1.0,1.0,0.0073508945001776
theia,minus_gating_mechanism,99,0.9797979797979798,0.998875,0.4,0.5511786937713623,1.0,1.0,0.0073391274995628
theia,minus_gating_mechanism,110,0.9797979797979798,0.999325,0.4,0.5443973541259766,1.0,1.0,0.0072011480001492
trace,full,11,0.2857142857142857,0.9948918269230768,1.0,0.1642280519008636,1.0,0.9186741709709167,0.0053566784999929
trace,full,22,0.0,0.9976820054945056,1.0,,,,
trace,full,33,0.1935483870967742,0.9933035714285714,1.0,0.1361519396305084,0.975,0.9745365977287292,0.0058887425002467
trace,full,44,0.6666666666666666,0.999957074175824,1.0,0.1756162047386169,0.9200000047683716,0.9787054657936096,0.0046700170000804
trace,full,55,1.0,1.0,1.0,0.0009920001029968,0.7857142925262451,1.0,0.0049865445000705
trace,full,66,0.6,0.998497596153846,1.0,0.0870337337255477,1.0,0.9813281297683716,0.0049627934999989
trace,full,77,0.0,0.999957074175824,1.0,0.0839006155729293,1.0,1.0,0.0109407330000976
trace,full,88,0.1333333333333333,0.9987551510989012,1.0,0.1937347203493118,1.0,0.8540405631065369,0.0057162984999195
trace,full,99,0.2222222222222222,0.998025412087912,1.0,0.1656625866889953,0.9,0.9837878346443176,0.0054883755001355
trace,full,110,0.2727272727272727,0.997810782967033,1.0,0.1404922604560852,0.965217399597168,0.9723809957504272,0.0055136015000698
trace,minus_temporal_stream,11,0.0,0.997510302197802,1.0,0.1462694853544235,1.0,0.9544904232025146,0.0046567325000523
trace,minus_temporal_stream,22,0.2222222222222222,0.9961796016483516,1.0,0.105296641588211,0.9,1.0,0.0053310570001485
trace,minus_temporal_stream,33,0.0,0.9998282967032968,1.0,,,,
trace,minus_temporal_stream,44,0.5,0.9933035714285716,1.0,0.232019156217575,0.9428571462631226,0.9983470439910888,0.0116281510001954
trace,minus_temporal_stream,55,1.0,1.0,1.0,0.0034546453971415,0.7857142925262451,1.0,0.0072456699999747
trace,minus_temporal_stream,66,0.5,0.9941620879120878,1.0,0.0,1.0,1.0,0.0048062189998745
trace,minus_temporal_stream,77,0.2222222222222222,0.9998282967032966,1.0,0.0689741969108581,0.95,0.9911446571350098,0.0059751569999662
trace,minus_temporal_stream,88,1.0,1.0,1.0,0.0,1.0,1.0,0.0054243569998106
trace,minus_temporal_stream,99,0.0,0.9976390796703296,1.0,0.1784209758043289,1.0,0.9202886819839478,0.0089170865003325
trace,minus_temporal_stream,110,0.2307692307692307,0.9951923076923076,1.0,0.1291840821504593,0.9417989373207092,0.9737048149108888,0.0120128620001196
trace,minus_heterogeneous_stream,11,0.0,1.0,1.0,0.2595766186714172,1.0,0.8237296938896179,0.0048360959999627
trace,minus_heterogeneous_stream,22,0.0,1.0,1.0,0.0,0.7257103681564331,1.0,0.0048751844999515
trace,minus_heterogeneous_stream,33,0.0,0.999742445054945,1.0,0.0889728963375091,1.0,0.9410997629165648,0.0082276410000758
trace,minus_heterogeneous_stream,44,0.5454545454545454,1.0,1.0,0.0,0.7279411911964416,1.0,0.008749077000175
trace,minus_heterogeneous_stream,55,0.0,1.0,1.0,,,,
trace,minus_heterogeneous_stream,66,0.4,1.0,1.0,0.0,0.6737786710262299,1.0,0.0086824429997705
trace,minus_heterogeneous_stream,77,0.0,1.0,1.0,,,,
trace,minus_heterogeneous_stream,88,1.0,1.0,1.0,0.0,0.8857142925262451,1.0,0.0045163214999774
trace,minus_heterogeneous_stream,99,0.0,1.0,1.0,0.1593155860900879,1.0,1.0,0.0045877774998643
trace,minus_heterogeneous_stream,110,0.0,0.9988839285714284,1.0,0.0690941885113716,1.0,0.9621392488479614,0.0092666904999987
trace,minus_joint_optimization,11,0.2857142857142857,0.9983258928571428,1.0,0.1556919515132904,0.8666666746139526,0.9375103712081908,0.0055756165002094
trace,minus_joint_optimization,22,0.0,0.9973385989010988,1.0,0.3152984976768493,1.0,0.9459471702575684,0.0047151230003237
trace,minus_joint_optimization,33,0.1935483870967742,0.9933035714285714,1.0,0.1520703583955764,1.0,0.9776590466499328,0.0088944774997798
trace,minus_joint_optimization,44,0.6666666666666666,1.0,1.0,0.1845029145479202,0.9200000047683716,0.9912645220756532,0.0050591125002483
trace,minus_joint_optimization,55,0.6666666666666666,1.0,1.0,0.1181895658373832,0.8800000071525573,0.9967469573020936,0.0073744624999108
trace,minus_joint_optimization,66,0.6666666666666666,0.9986692994505494,1.0,0.0828960761427879,1.0,0.9679816365242004,0.0052562934999969
trace,minus_joint_optimization,77,0.0,0.9998282967032966,1.0,0.0803388506174087,1.0,1.0,0.0049582639999243
trace,minus_joint_optimization,88,0.3529411764705882,0.9996995192307692,1.0,0.1767532974481582,0.913450300693512,0.8436446785926819,0.0071854130001156
trace,minus_joint_optimization,99,0.0,0.9987980769230768,1.0,0.1972543001174926,1.0,0.9370623826980592,0.0059201760000178
trace,minus_joint_optimization,110,0.2,0.9924879807692308,1.0,0.1676231771707534,1.0,0.979015052318573,0.006880217500111
trace,minus_consistency_regularization,11,0.0,0.9922304258241758,1.0,0.2763311862945556,1.0,0.8423774838447571,0.0053437944998222
trace,minus_consistency_regularization,22,0.5,0.9937328296703296,1.0,0.0,0.8666666686534882,1.0,0.004789138000433
trace,minus_consistency_regularization,33,0.2,0.9933035714285714,1.0,0.1519596427679062,0.975,0.9818660020828248,0.0068727830002899
trace,minus_consistency_regularization,44,0.6666666666666666,0.9989697802197802,1.0,0.1904491186141967,0.9200000047683716,0.9647924900054932,0.0062395910003942
trace,minus_consistency_regularization,55,0.6666666666666666,1.0,1.0,0.1302279531955719,0.8472727298736572,0.9893670082092284,0.0055579165000381
trace,minus_consistency_regularization,66,0.6666666666666666,0.9969951923076924,1.0,0.0783657804131507,1.0,0.9689712524414062,0.0056630125000083
trace,minus_consistency_regularization,77,0.0,0.9998712225274724,1.0,0.0949573293328285,1.0,0.9949471950531006,0.0053571524999824
trace,minus_consistency_regularization,88,0.3333333333333333,0.9989697802197802,1.0,0.1496572494506836,0.978947365283966,0.8687713742256165,0.0055155280001599
trace,minus_consistency_regularization,99,0.0,0.9945054945054944,1.0,0.2061499953269958,1.0,0.9924660921096802,0.0047451444997932
trace,minus_consistency_regularization,110,0.2,0.9953210851648352,1.0,0.1996819525957107,0.9741935491561888,0.961081326007843,0.0058682895000856
trace,minus_prototype_learning,11,0.2,0.9955357142857144,1.0,0.1496866196393966,1.0,0.9393849968910216,0.0057415935002609
trace,minus_prototype_learning,22,0.0,0.997553228021978,1.0,0.306006371974945,1.0,0.96896493434906,0.0090390795003258
trace,minus_prototype_learning,33,0.2222222222222222,0.9932606456043956,1.0,0.1659864336252212,0.9571428418159484,0.958578646183014,0.0106199674996787
trace,minus_prototype_learning,44,0.6666666666666666,1.0,1.0,0.1861083507537841,0.9200000047683716,0.9822173118591307,0.0086376084996118
trace,minus_prototype_learning,55,0.6666666666666666,1.0,1.0,0.1259081214666366,0.8472727298736572,0.9793965220451356,0.0084857154997735
trace,minus_prototype_learning,66,0.6666666666666666,0.9978537087912088,1.0,0.0800356045365333,1.0,0.9683241248130798,0.0088715525002953
trace,minus_prototype_learning,77,0.3157894736842105,0.9995707417582416,1.0,0.0721987187862396,0.9799999952316284,0.9829739928245544,0.0094113100003596
trace,minus_prototype_learning,88,0.3333333333333333,0.9995707417582416,1.0,0.1508728712797165,1.0,0.8841124176979065,0.0059672954998859
trace,minus_prototype_learning,99,0.0,0.9987122252747253,1.0,0.2244606465101242,1.0,0.8610870242118835,0.0112468554998486
trace,minus_prototype_learning,110,0.2,0.9937757554945056,1.0,0.1653060913085937,0.924193549156189,0.9754267930984496,0.0061407380003402
trace,minus_temporal_attention,11,0.5,0.999957074175824,1.0,0.0,1.0,1.0,0.0084628599997813
trace,minus_temporal_attention,22,0.0,0.9978537087912088,1.0,0.2424284815788269,1.0,0.9805939197540284,0.0042259464999006
trace,minus_temporal_attention,33,0.2222222222222222,0.999527815934066,1.0,0.1962262392044067,1.0,0.9579861760139464,0.0054343654996955
trace,minus_temporal_attention,44,0.6666666666666666,0.999957074175824,1.0,0.1753659397363662,0.7745454549789429,0.9808830618858336,0.00939349950022
trace,minus_temporal_attention,55,1.0,1.0,1.0,0.0009725093841552,0.7857142925262451,1.0,0.0047021484997458
trace,minus_temporal_attention,66,0.6666666666666666,0.9988839285714286,1.0,0.0918787643313407,1.0,0.9752597808837892,0.0043249645000287
trace,minus_temporal_attention,77,0.5,0.9990556318681318,1.0,0.0726767852902412,0.7406593561172485,0.962239384651184,0.0058949730000676
trace,minus_temporal_attention,88,0.6666666666666666,0.9998712225274724,1.0,0.1322480887174606,1.0,0.9042412638664246,0.0048084950003612
trace,minus_temporal_attention,99,0.0,0.9984117445054944,1.0,0.2287265360355377,1.0,0.9321093559265136,0.0055358609993163
trace,minus_temporal_attention,110,0.2222222222222222,0.9975103021978022,1.0,0.1602915674448013,0.9356725215911864,0.9644151926040648,0.004818405500373
trace,minus_gating_mechanism,11,0.0821917808219178,1.0,1.0,0.0666067972779274,0.9627330541610718,0.996500849723816,0.0065895930001715
trace,minus_gating_mechanism,22,0.2666666666666666,1.0,1.0,0.0600582547485828,0.9733333349227904,0.9763832688331604,0.0054624300000796
trace,minus_gating_mechanism,33,0.1379310344827586,1.0,1.0,0.1077322140336036,0.9862069010734558,0.974882960319519,0.0063887625005918
trace,minus_gating_mechanism,44,0.2,0.9993131868131868,1.0,0.138227954506874,0.9,0.9586058855056764,0.0052132509999864
trace,minus_gating_mechanism,55,0.6,1.0,1.0,0.1067451238632202,0.8969696998596192,0.902128517627716,0.0049917595001716
trace,minus_gating_mechanism,66,0.0,0.9995707417582418,1.0,0.0646366998553276,1.0,0.9209447503089904,0.0044083524999223
trace,minus_gating_mechanism,77,0.0117647058823529,0.9993131868131868,1.0,0.0102547882124781,0.99412841796875,0.9999067187309264,0.0155716255003426
trace,minus_gating_mechanism,88,0.1,0.999742445054945,1.0,0.0322805717587471,0.6341417312622071,0.9496259093284608,0.0055900524998833
trace,minus_gating_mechanism,99,0.2222222222222222,1.0,1.0,0.0856625214219093,0.9,0.9698988795280457,0.004862739499913
trace,minus_gating_mechanism,110,0.0,0.9993131868131868,1.0,0.1537554264068603,1.0,0.9259173274040222,0.0060438114996941
