n,prevalence,threshold,accuracy,f1,precision,recall,auroc,auprc,brier_score,model,seed,best_epoch,epochs_executed,parameter_count,primary_outcome,implementation_scope,dataset
678,0.14896755162241887,0.9973652958869934,0.8510324483775811,0.0,0.0,0.0,0.9924755907133174,0.9888850527347448,0.014809507187358946,rgcn,55,50,50,13513,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9960296154022217,0.8510324483775811,0.0,0.0,0.0,0.9927329821370352,0.9887226703526413,0.009379788843874358,rgcn,66,48,50,13513,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9946625828742981,0.8510324483775811,0.0,0.0,0.0,0.9950666643787428,0.9895067127831727,0.012283617391948672,rgcn,77,50,50,13513,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9982158541679382,0.8510324483775811,0.0,0.0,0.0,0.9922353587178475,0.9888322576099976,0.013177627320584593,rgcn,88,50,50,13513,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9995185136795044,0.8510324483775811,0.0,0.0,0.0,0.9930418518454964,0.9890218119556317,0.00810147320197774,rgcn,99,50,50,13513,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9,0.7920353982300885,0.5688073394495413,0.41150442477876104,0.9207920792079208,0.797836196097946,0.2846589913253702,0.3154927547428344,temporal_gat,11,29,39,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.95,0.9941002949852508,0.9797979797979798,1.0,0.9603960396039604,0.9812876434957186,0.9727533533784173,0.11969174325870711,temporal_gat,110,45,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.52,0.7979351032448377,0.5861027190332326,0.4217391304347826,0.9603960396039604,0.8733033615319937,0.3744270923916655,0.16588638685152474,temporal_gat,22,50,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.8692472577095032,0.7831858407079646,0.4913494809688581,0.3776595744680851,0.7029702970297029,0.8031556188547798,0.2902646185752269,0.32208523007788514,temporal_gat,33,23,33,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.74,0.7831858407079646,0.5689149560117303,0.4041666666666667,0.9603960396039604,0.7960687749884174,0.27726223417270773,0.23051149371656462,temporal_gat,44,50,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.95,0.9941002949852508,0.9797979797979798,1.0,0.9603960396039604,0.9892324587744736,0.9757696672677301,0.10767155562709632,temporal_gat,55,50,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9497736692428589,0.7935103244837758,0.5757575757575758,0.4148471615720524,0.9405940594059405,0.8078229833381951,0.2852923180829334,0.20268942675501705,temporal_gat,66,50,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.8844815492630005,0.8112094395280236,0.5259259259259259,0.42011834319526625,0.7029702970297029,0.8791204077080151,0.5885264949289709,0.2852735015388502,temporal_gat,77,31,41,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.9390201568603516,0.7935103244837758,0.5783132530120482,0.4155844155844156,0.9504950495049505,0.7765241862141153,0.26165674817684725,0.19837422825288323,temporal_gat,88,50,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
678,0.14896755162241887,0.95,0.9941002949852508,0.9797979797979798,1.0,0.9603960396039604,0.9817681074866584,0.9730905917416155,0.12588427496642923,temporal_gat,99,50,50,7249,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,theia
514,0.005836575875486381,0.597775399684906,0.9396887159533074,0.11428571428571428,0.0625,0.6666666666666666,0.9589041095890412,0.08782679738562091,0.07808746121757192,gat,11,33,43,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.65,0.9630350194552529,0.24,0.13636363636363635,1.0,0.9654272667971298,0.09906078327130959,0.04075968653717509,gat,110,48,50,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.83,0.9669260700389105,0.0,0.0,0.0,0.9693411611219831,0.11004901960784313,0.05052014316107458,gat,22,50,50,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.6057165265083313,0.9688715953307393,0.0,0.0,0.0,0.9706457925636008,0.1156045751633987,0.039308623949526944,gat,33,39,49,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.73,0.9610894941634242,0.0,0.0,0.0,0.9452054794520548,0.06597453961191448,0.0482746256724573,gat,44,42,50,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.5831641554832458,0.9669260700389105,0.2608695652173913,0.15,1.0,0.9693411611219831,0.11004901960784313,0.03410559475046658,gat,55,41,50,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.55,0.9630350194552529,0.24,0.13636363636363635,1.0,0.974559686888454,0.13131313131313133,0.07144608038552633,gat,66,33,43,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.48,0.9377431906614786,0.1111111111111111,0.06060606060606061,0.6666666666666666,0.9536855838225701,0.07860623781676412,0.09821905451292005,gat,77,26,36,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.56,0.9630350194552529,0.24,0.13636363636363635,1.0,0.9706457925636007,0.1137085137085137,0.06584287966763867,gat,88,32,42,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.52,0.9416342412451362,0.16666666666666666,0.09090909090909091,1.0,0.9712981082844097,0.11587301587301586,0.08797542724476282,gat,99,30,40,4297,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.58,0.9571984435797666,0.21428571428571427,0.12,1.0,1.0,1.0,0.08645478298578509,gcn,11,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.67,0.9513618677042801,0.1935483870967742,0.10714285714285714,1.0,0.9999999999999999,1.0,0.06927375274820409,gcn,110,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.55,0.9513618677042801,0.1935483870967742,0.10714285714285714,1.0,1.0,1.0,0.09604602210459019,gcn,22,49,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.58,0.980544747081712,0.375,0.23076923076923078,1.0,1.0,1.0,0.06190880196623215,gcn,33,47,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.54,0.9902723735408561,0.5454545454545454,0.375,1.0,1.0,1.0,0.05550867773867243,gcn,44,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.64,0.9863813229571985,0.46153846153846156,0.3,1.0,1.0,1.0,0.12367921883376934,gcn,55,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.55,0.980544747081712,0.375,0.23076923076923078,1.0,0.9928245270711025,0.33730158730158727,0.04189445969724759,gcn,66,46,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.56,0.9552529182879378,0.20689655172413793,0.11538461538461539,1.0,1.0,1.0,0.08820160619912112,gcn,77,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.59,0.9785992217898832,0.35294117647058826,0.21428571428571427,1.0,1.0,1.0,0.06845999310510667,gcn,88,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.5700000000000001,0.9474708171206225,0.18181818181818182,0.1,1.0,1.0,1.0,0.16179146929111102,gcn,99,50,50,1033,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.56,1.0,1.0,1.0,1.0,1.0,1.0,0.02312937257342183,rgcn,11,50,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.44000000000000006,1.0,1.0,1.0,1.0,1.0,1.0,0.017102771024119036,rgcn,110,50,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.55,1.0,1.0,1.0,1.0,1.0,1.0,0.029994267249421978,rgcn,22,50,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.52,1.0,1.0,1.0,1.0,1.0,1.0,0.01725018912228381,rgcn,33,50,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.35,1.0,1.0,1.0,1.0,1.0,1.0,0.0289371109650196,rgcn,44,47,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.38,1.0,1.0,1.0,1.0,1.0,1.0,0.011177931335010384,rgcn,55,47,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.5700000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.02582294013720054,rgcn,66,39,49,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.53,0.9941634241245136,0.6666666666666666,0.5,1.0,1.0,1.0,0.051291501936363254,rgcn,77,41,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.76,0.9941634241245136,0.0,0.0,0.0,0.9830397912589693,0.44027777777777777,0.04445426511098294,rgcn,88,50,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.35,0.9941634241245136,0.6666666666666666,0.5,1.0,1.0,1.0,0.010934141331730455,rgcn,99,50,50,18313,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.9785757660865784,0.9941634241245136,0.0,0.0,0.0,0.9849967384213959,0.1994949494949495,0.02205440182329379,temporal_gat,11,50,50,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.9804250597953796,0.9922178988326849,0.0,0.0,0.0,0.9823874755381605,0.17727272727272728,0.09986251808626906,temporal_gat,110,35,45,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.9680900573730469,0.9941634241245136,0.0,0.0,0.0,0.9928245270711024,0.38690476190476186,0.015240601630887599,temporal_gat,22,49,50,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.9710866808891296,0.9863813229571985,0.0,0.0,0.0,0.9823874755381605,0.17727272727272728,0.1059796800616582,temporal_gat,33,38,48,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.975769579410553,0.9922178988326849,0.0,0.0,0.0,0.9830397912589693,0.18097643097643099,0.09538263957124793,temporal_gat,44,36,46,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.88,0.9922178988326849,0.0,0.0,0.0,0.9654272667971299,0.11220238095238094,0.037027806168475584,temporal_gat,55,44,50,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.83,0.980544747081712,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.9797782126549249,0.15604575163398693,0.032369713514324945,temporal_gat,66,41,50,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.95,0.9766536964980544,0.0,0.0,0.0,0.9765166340508806,0.1366013071895425,0.14367603281296956,temporal_gat,77,27,37,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.9813738465309143,0.9941634241245136,0.0,0.0,0.0,0.9836921069797783,0.1856060606060606,0.07493733955210055,temporal_gat,88,37,47,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
514,0.005836575875486381,0.9092391729354858,0.9766536964980544,0.0,0.0,0.0,0.9817351598173516,0.17086247086247086,0.047808795199324315,temporal_gat,99,43,50,8089,entity/node detection on source-defined labels,parameter-matched PyTorch Geometric reference implementation,trace
