epoch,train_loss,validation_loss,train_total,train_node,train_edge,train_link_contrastive,train_subgraph,train_explanation,train_importance_alignment,train_temporal_consistency,train_cross_layer_consistency,validation_total,validation_node,validation_edge,validation_link_contrastive,validation_subgraph,validation_explanation,validation_importance_alignment,validation_temporal_consistency,validation_cross_layer_consistency
1,4.121953964233398,4.20736837387085,4.121953964233398,1.1420339345932007,1.155036449432373,1.3350211381912231,0.31047287583351135,1.7938933372497559,1.1490377187728882,0.3512086272239685,0.001131213502958417,4.20736837387085,1.1533111333847046,1.11627995967865,0.6518242359161377,1.1162217855453491,1.6973114013671875,1.060949444770813,0.0,0.00017813775048125535
2,3.9564273357391357,4.124906063079834,3.9564273357391357,1.054246187210083,1.0818848609924316,1.3617770671844482,0.309619277715683,1.4890012741088867,1.0888599157333374,0.26204708218574524,0.0011456961510702968,4.124906063079834,1.1415077447891235,1.0780874490737915,0.646993100643158,1.1156742572784424,1.4264365434646606,1.0075327157974243,0.0,0.0001596702786628157
3,3.6554477214813232,4.037641525268555,3.6554477214813232,1.0149316787719727,1.0226593017578125,1.1671142578125,0.3093765676021576,1.4136605262756348,1.052800178527832,0.2476191222667694,0.0010995031334459782,4.037641525268555,1.1250591278076172,1.0411227941513062,0.6359875202178955,1.1148759126663208,1.2059612274169922,0.9564051628112793,0.0,0.00013470563862938434
4,3.3886897563934326,3.954991579055786,3.3886897563934326,0.8968867063522339,0.9251445531845093,1.1355328559875488,0.3070988059043884,1.2402673959732056,0.9156168699264526,0.1975039839744568,0.0013255085796117783,3.954991579055786,1.0993541479110718,1.006461501121521,0.6268022656440735,1.1136252880096436,1.0874837636947632,0.911203920841217,0.0,0.00012532512482721359
5,3.149052381515503,3.8606035709381104,3.149052381515503,0.8151673078536987,0.9199780225753784,0.9870327115058899,0.30590152740478516,1.2097296714782715,0.9025542140007019,0.18994706869125366,0.0013478508917614818,3.8606035709381104,1.0658011436462402,0.9730174541473389,0.6116387844085693,1.1115550994873047,0.9859105944633484,0.8668178915977478,0.0,0.0001062267692759633
6,3.1679553985595703,3.7589900493621826,3.1679553985595703,0.8735007643699646,0.8530696034431458,1.02653169631958,0.3058748245239258,1.0897839069366455,0.8565974831581116,0.2582166790962219,0.0014407843118533492,3.7589900493621826,1.022774338722229,0.9402029514312744,0.5935889482498169,1.1087596416473389,0.9366428256034851,0.8224771618843079,0.0,8.306856034323573e-05
7,2.8939599990844727,3.689953565597534,2.8939599990844727,0.740242063999176,0.8243749141693115,0.9217503666877747,0.30574411153793335,1.0184853076934814,0.7810459136962891,1.566781997680664,0.0014697632286697626,3.689953565597534,1.0016511678695679,0.905792236328125,0.5938336849212646,1.1034760475158691,0.852006196975708,0.7750617861747742,0.0,6.715519702993333e-05
8,2.9113526344299316,3.578178882598877,2.9113526344299316,0.739721417427063,0.7987815141677856,0.972261905670166,0.3061167299747467,0.9447098970413208,0.7377554774284363,0.3266814053058624,0.0015204991213977337,3.578178882598877,0.937597930431366,0.8718911409378052,0.5862137675285339,1.098846673965454,0.8362930417060852,0.7290677428245544,0.0,5.1059003453701735e-05
9,2.782032012939453,3.45569109916687,2.782032012939453,0.7262978553771973,0.7694088816642761,0.8959425091743469,0.30389949679374695,0.8648331165313721,0.6930769085884094,0.19955949485301971,0.0015441832365468144,3.45569109916687,0.8743444681167603,0.8382458686828613,0.5656636953353882,1.0930602550506592,0.8437674045562744,0.6827665567398071,0.0,4.0906303183874115e-05
10,2.598268985748291,3.3650670051574707,2.598268985748291,0.6991745233535767,0.704117476940155,0.815483570098877,0.30220678448677063,0.7728681564331055,0.6215340495109558,0.22608646750450134,0.0016231085173785686,3.3650670051574707,0.8157260417938232,0.806779682636261,0.5735763311386108,1.0850111246109009,0.8397377729415894,0.6359692811965942,0.0,3.5609627957455814e-05
11,2.498915195465088,3.305107355117798,2.498915195465088,0.701038122177124,0.6507270336151123,0.7756509184837341,0.30120009183883667,0.7029881477355957,0.5649308562278748,0.15673331916332245,0.001739020342938602,3.305107355117798,0.7638774514198303,0.7757521271705627,0.6119350790977478,1.0707817077636719,0.8276097178459167,0.5908681154251099,0.0,3.358733010827564e-05
12,2.371920585632324,3.159285068511963,2.371920585632324,0.6387746930122375,0.579888105392456,0.79555344581604,0.2960602641105652,0.6164398193359375,0.47933897376060486,0.17813046276569366,0.0018414196092635393,3.159285068511963,0.7223535776138306,0.7462156414985657,0.5547844767570496,1.054618239402771,0.8131304979324341,0.5488909482955933,0.0,3.520699101500213e-05
13,2.320913076400757,3.0881612300872803,2.320913076400757,0.6736249923706055,0.5812197923660278,0.7079526782035828,0.2959456145763397,0.6217013597488403,0.4825035035610199,0.11329387128353119,0.001960624707862735,3.0881612300872803,0.6913853287696838,0.7183593511581421,0.5634661316871643,1.035041093826294,0.7990925908088684,0.5100801587104797,0.0,4.024728332296945e-05
14,2.3192522525787354,3.1213159561157227,2.3192522525787354,0.6550612449645996,0.5330473184585571,0.7822015881538391,0.29308071732521057,0.5586126446723938,0.42230895161628723,0.5039475560188293,0.0019471137784421444,3.1213159561157227,0.679513156414032,0.6943792700767517,0.6527372002601624,1.0266083478927612,0.680779218673706,0.4728688895702362,0.0,4.774917761096731e-05
15,2.517507791519165,3.008450984954834,2.517507791519165,0.6096324920654297,0.5287554264068604,1.0339105129241943,0.290740966796875,0.5446847677230835,0.40679070353507996,0.3622872531414032,0.0021122971083968878,3.008450984954834,0.6434179544448853,0.6685727834701538,0.6209610104560852,1.0038061141967773,0.7169314622879028,0.4429469108581543,0.0,5.236676588538103e-05
16,2.200676202774048,3.302863359451294,2.200676202774048,0.6151676774024963,0.5018619894981384,0.7423805594444275,0.2904345393180847,0.5083127021789551,0.37687891721725464,0.19259968400001526,0.002050428418442607,3.302863359451294,0.631622850894928,0.6471238732337952,0.96258544921875,0.9887188673019409,0.7281238436698914,0.4195742905139923,0.0,5.649619924952276e-05
17,2.1823418140411377,3.182776689529419,2.1823418140411377,0.5969910621643066,0.49327385425567627,0.7527145147323608,0.2890007495880127,0.503616452217102,0.36940237879753113,0.21736817061901093,0.0020985533483326435,3.182776689529419,0.6269627213478088,0.6275385618209839,0.8806052207946777,0.9755358695983887,0.721342921257019,0.39794278144836426,0.0,6.024157482897863e-05
18,2.0598793029785156,2.9145689010620117,2.0598793029785156,0.6185261011123657,0.42557379603385925,0.6890179514884949,0.2837773561477661,0.4298410415649414,0.3059433102607727,0.10309644788503647,0.0022220362443476915,2.9145689010620117,0.6248552799224854,0.6102609038352966,0.6433870792388916,0.9656017422676086,0.7046382427215576,0.3800064027309418,0.0,6.337778904708102e-05
19,1.960113763809204,3.2077558040618896,1.960113763809204,0.5789269208908081,0.42525097727775574,0.6309480667114258,0.28198322653770447,0.43004554510116577,0.2892058193683624,0.13669456541538239,0.0022971222642809153,3.2077558040618896,0.6156763434410095,0.5931130051612854,0.9779625535011292,0.9509962797164917,0.7000747323036194,0.3657309412956238,0.0,6.207264232216403e-05
20,2.00472354888916,2.8697166442871094,2.00472354888916,0.5918070077896118,0.37795954942703247,0.716629147529602,0.28056448698043823,0.37763285636901855,0.23685647547245026,0.16319726407527924,0.002414750400930643,2.8697166442871094,0.6095387935638428,0.578030526638031,0.6774351596832275,0.9354812502861023,0.6923087239265442,0.35433506965637207,0.0,6.438950367737561e-05
21,2.0002174377441406,2.88641619682312,2.0002174377441406,0.5899896621704102,0.38130342960357666,0.7081907391548157,0.2817167341709137,0.3901684880256653,0.25224030017852783,0.4744085371494293,0.002431737957522273,2.88641619682312,0.6097891926765442,0.5525549650192261,0.7255725860595703,0.9421775937080383,0.5632193684577942,0.3172222673892975,0.0,6.620343629037961e-05
22,1.865471363067627,2.7922089099884033,1.865471363067627,0.5810829401016235,0.37878549098968506,0.5884604454040527,0.27858462929725647,0.3855784833431244,0.2530416250228882,0.48333582282066345,0.0023575848899781704,2.7922089099884033,0.5983214974403381,0.5473524332046509,0.6551019549369812,0.9323099255561829,0.591231107711792,0.32004714012145996,0.0,6.659339851466939e-05
23,2.02868914604187,2.995640754699707,2.02868914604187,0.5632451772689819,0.33056506514549255,0.8254254460334778,0.2734449505805969,0.3600870966911316,0.2271120697259903,0.1723204255104065,0.002447863109409809,2.995640754699707,0.5924760103225708,0.5345219969749451,0.8937113285064697,0.9158228635787964,0.5910865068435669,0.3188302218914032,0.0,6.816475070081651e-05
24,1.7897131443023682,2.771151542663574,1.7897131443023682,0.5765808820724487,0.3204708695411682,0.5834112763404846,0.27565398812294006,0.3359615206718445,0.2068321406841278,0.145841583609581,0.002523190574720502,2.771151542663574,0.5892640352249146,0.5193125009536743,0.7025505304336548,0.9031532406806946,0.5687127709388733,0.3138318955898285,0.0,6.882285379106179e-05
25,1.7980366945266724,2.625145435333252,1.7980366945266724,0.5773853063583374,0.30354800820350647,0.6168769598007202,0.26844727993011475,0.3177913725376129,0.18640434741973877,0.10782582312822342,0.002719524083659053,2.625145435333252,0.5897597670555115,0.5051748752593994,0.5812740325927734,0.8946358561515808,0.5430079698562622,0.3081815242767334,0.0,6.827490869909525e-05
26,1.8279348611831665,2.806810140609741,1.8279348611831665,0.5371748805046082,0.32482025027275085,0.6659117937088013,0.26483258605003357,0.35195302963256836,0.22690638899803162,0.14869067072868347,0.002799064153805375,2.806810140609741,0.5853415131568909,0.49179911613464355,0.7951249480247498,0.8812254071235657,0.5331927537918091,0.30514439940452576,0.0,6.892199598951265e-05
27,1.653578281402588,2.6099531650543213,1.653578281402588,0.5527633428573608,0.2744281589984894,0.5317721366882324,0.2646177411079407,0.2999684512615204,0.16873764991760254,0.13925668597221375,0.002835553837940097,2.6099531650543213,0.5782233476638794,0.4784477651119232,0.6355068683624268,0.8648641705513,0.5291106104850769,0.30297595262527466,0.0,7.027440733509138e-05
28,1.6289451122283936,2.6626057624816895,1.6289451122283936,0.5529577732086182,0.2699572741985321,0.5118809938430786,0.264321506023407,0.29827553033828735,0.17294612526893616,0.6272163391113281,0.002864764304831624,2.6626057624816895,0.5679671168327332,0.4372304081916809,0.7534683346748352,0.8637012243270874,0.402387797832489,0.25612497329711914,0.0,7.28971790522337e-05
29,1.7212460041046143,2.576155662536621,1.7212460041046143,0.5426760315895081,0.26465320587158203,0.6198272109031677,0.26356327533721924,0.30526334047317505,0.17450587451457977,0.34020528197288513,0.0026239058934152126,2.576155662536621,0.5650050044059753,0.44484108686447144,0.6631231904029846,0.8582916259765625,0.448946475982666,0.2761637270450592,0.0,7.372875552391633e-05
30,1.6841164827346802,2.811051845550537,1.6841164827346802,0.55758136510849,0.26046839356422424,0.5787351131439209,0.2577959895133972,0.2953570783138275,0.17287129163742065,0.16071707010269165,0.002927027642726898,2.811051845550537,0.5624259114265442,0.44062554836273193,0.9185953736305237,0.8415127992630005,0.478921115398407,0.2868789732456207,0.0,7.373968401225284e-05
31,1.5954208374023438,2.639720916748047,1.5954208374023438,0.546975314617157,0.24759428203105927,0.5114104747772217,0.26058048009872437,0.28860288858413696,0.1692121922969818,0.49498116970062256,0.0030396052170544863,2.639720916748047,0.5678986310958862,0.4313126802444458,0.7617553472518921,0.8297964930534363,0.48957937955856323,0.288370281457901,0.0,7.441196066793054e-05
32,1.5979228019714355,2.4658145904541016,1.5979228019714355,0.5338954329490662,0.2263728529214859,0.5550159811973572,0.25479453802108765,0.2784392237663269,0.15937846899032593,0.16366025805473328,0.0031734853982925415,2.4658145904541016,0.5669285655021667,0.422681599855423,0.6088794469833374,0.8177059888839722,0.4961887001991272,0.29004722833633423,0.0,7.522147643612698e-05
33,1.6485302448272705,2.710408926010132,1.6485302448272705,0.5189248919487,0.21422278881072998,0.6363658308982849,0.2517223656177521,0.2729443311691284,0.15404699742794037,0.1625843644142151,0.003032061504200101,2.710408926010132,0.5583767294883728,0.41495281457901,0.8881539702415466,0.798308253288269,0.5061691999435425,0.29346445202827454,0.0,7.68193494877778e-05
34,1.679685115814209,2.6729650497436523,1.679685115814209,0.5272429585456848,0.22175036370754242,0.6553096175193787,0.2482706755399704,0.271114706993103,0.14575645327568054,0.14392143487930298,0.003166175913065672,2.6729650497436523,0.5542367696762085,0.40790602564811707,0.8760485649108887,0.7839339375495911,0.5083969831466675,0.2963789701461792,0.0,7.950636791065335e-05
35,1.4835736751556396,2.5665676593780518,1.4835736751556396,0.5518984794616699,0.17364685237407684,0.4825807213783264,0.2517969608306885,0.23650628328323364,0.11796092987060547,0.18493948876857758,0.003155724611133337,2.5665676593780518,0.5358588695526123,0.3687577545642853,0.8511788845062256,0.7740260362625122,0.3674619793891907,0.24919846653938293,0.0,8.153902308549732e-05
36,1.554221272468567,2.524869441986084,1.554221272468567,0.5409959554672241,0.180200457572937,0.5658997297286987,0.2422466278076172,0.24878549575805664,0.12965533137321472,0.2690232992172241,0.003044554265215993,2.524869441986084,0.5346433520317078,0.3822791278362274,0.7903233170509338,0.7757390737533569,0.4188452363014221,0.27351394295692444,0.0,8.568122575525194e-05
37,1.6323540210723877,2.3876988887786865,1.6323540210723877,0.5228232145309448,0.21359220147132874,0.6242645978927612,0.24286654591560364,0.2880750894546509,0.17124460637569427,0.17519158124923706,0.003073372645303607,2.3876988887786865,0.5338282585144043,0.3837962746620178,0.6638211011886597,0.7616909742355347,0.445621132850647,0.28576183319091797,0.0,9.159400360658765e-05
38,1.508347988128662,2.4282987117767334,1.508347988128662,0.5051262974739075,0.17802214622497559,0.5580286383628845,0.24157090485095978,0.2559995651245117,0.14053982496261597,0.19362778961658478,0.0031062241178005934,2.4282987117767334,0.5321499705314636,0.3797405958175659,0.7271482348442078,0.7440846562385559,0.45175397396087646,0.28887996077537537,0.0,9.652117296354845e-05
39,1.5096402168273926,2.467149019241333,1.5096402168273926,0.5170637369155884,0.20191273093223572,0.5296807289123535,0.23415565490722656,0.2682732939720154,0.15345534682273865,0.11460510641336441,0.0034730443730950356,2.467149019241333,0.5305302143096924,0.3734859526157379,0.7878097295761108,0.7305124998092651,0.44810518622398376,0.2872081398963928,0.0,0.00010226558515569195
40,1.462743878364563,2.426708698272705,1.462743878364563,0.5313553810119629,0.14860548079013824,0.5311864614486694,0.22915062308311462,0.22445960342884064,0.10975617170333862,0.20559164881706238,0.003480699146166444,2.426708698272705,0.5283832550048828,0.36898237466812134,0.7638857960700989,0.7201234102249146,0.4533385932445526,0.2874649167060852,0.0,0.00011112137872260064
41,1.4053184986114502,2.398923873901367,1.4053184986114502,0.4880812168121338,0.16978801786899567,0.5045581459999084,0.21846508979797363,0.24425965547561646,0.12420452386140823,0.1940348744392395,0.00331021542660892,2.398923873901367,0.522301435470581,0.3677217960357666,0.7583223581314087,0.7038664221763611,0.4671187996864319,0.29185742139816284,0.0,0.0001221450511366129
42,1.4850085973739624,2.314633369445801,1.4850085973739624,0.4976625144481659,0.1574510931968689,0.5755437612533569,0.2301987111568451,0.24152524769306183,0.12146693468093872,0.14010845124721527,0.0034744625445455313,2.314633369445801,0.495087593793869,0.3310723602771759,0.7780963182449341,0.675965428352356,0.34411752223968506,0.23874257504940033,0.0,0.0001293284585699439
43,1.5056853294372559,2.2715396881103516,1.5056853294372559,0.5200562477111816,0.1798669397830963,0.5573691725730896,0.22231972217559814,0.2607332766056061,0.15144120156764984,0.26322826743125916,0.0036726281978189945,2.2715396881103516,0.5027816891670227,0.3477071225643158,0.6821380853652954,0.6988505125045776,0.40062403678894043,0.2607675790786743,0.0,0.00014872818428557366
44,1.5205744504928589,2.4826364517211914,1.5205744504928589,0.5396603345870972,0.1801537126302719,0.5376150608062744,0.23504860699176788,0.280966579914093,0.16724959015846252,0.16292716562747955,0.0038882025983184576,2.4826364517211914,0.5092838406562805,0.3507051169872284,0.880933403968811,0.6980665922164917,0.43647506833076477,0.2695349156856537,0.0,0.00017221177404280752
45,1.5576717853546143,2.4708125591278076,1.5576717853546143,0.4696155786514282,0.13688614964485168,0.7256553769111633,0.20318739116191864,0.22327260673046112,0.10606948286294937,0.7378208637237549,0.003530244342982769,2.4708125591278076,0.5081943869590759,0.3500348627567291,0.884563148021698,0.6822675466537476,0.45752665400505066,0.27369424700737,0.0,0.0001995906641241163
46,1.45539128780365,2.3740198612213135,1.45539128780365,0.5021142959594727,0.1377614587545395,0.5863603353500366,0.20693142712116241,0.22223705053329468,0.11040692776441574,0.19054991006851196,0.0037420899607241154,2.3740198612213135,0.5077125430107117,0.34580227732658386,0.8008058667182922,0.6735946536064148,0.4610446095466614,0.2716864347457886,0.0,0.00022409654047805816
47,1.4998496770858765,2.1239380836486816,1.4998496770858765,0.5041314363479614,0.14005927741527557,0.6259636878967285,0.20746441185474396,0.22230781614780426,0.11270128935575485,0.22229163348674774,0.0038533571641892195,2.1239380836486816,0.5090835690498352,0.3420308530330658,0.5583024024963379,0.6681161522865295,0.4640507698059082,0.26970624923706055,0.0,0.0002535049570724368
48,1.391390085220337,2.535046339035034,1.391390085220337,0.5135778784751892,0.14562538266181946,0.5053200721740723,0.20273396372795105,0.24132764339447021,0.13024753332138062,0.13831135630607605,0.0039130388759076595,2.535046339035034,0.5084741115570068,0.34198591113090515,0.9775302410125732,0.6594704389572144,0.4758567810058594,0.27256155014038086,0.0,0.00029628819902427495
49,1.4543187618255615,2.143587827682495,1.4543187618255615,0.5021482706069946,0.16412761807441711,0.557526707649231,0.2068450152873993,0.2367110252380371,0.12914633750915527,0.21802739799022675,0.004024595953524113,2.143587827682495,0.4814232885837555,0.300821453332901,0.6972274780273438,0.6296525001525879,0.3446305990219116,0.21463443338871002,0.0,0.0003372323699295521
