configuration,seed,node_f1,edge_auroc,subgraph_f1,fidelity,stability,completeness,latency_seconds
full,11,0.2857142857142857,0.9948918269230769,1.0,0.16422805190086365,1.0,0.9186741709709167,0.005356678499992995
full,22,0.0,0.9976820054945055,1.0,,,,
full,33,0.1935483870967742,0.9933035714285714,1.0,0.13615193963050842,0.975,0.9745365977287292,0.005888742500246735
full,44,0.6666666666666666,0.9999570741758241,1.0,0.17561620473861694,0.9200000047683716,0.9787054657936096,0.004670017000080406
full,55,1.0,1.0,1.0,0.0009920001029968262,0.7857142925262451,1.0,0.004986544500070522
full,66,0.6,0.9984975961538461,1.0,0.08703373372554779,1.0,0.9813281297683716,0.004962793499998952
full,77,0.0,0.9999570741758241,1.0,0.08390061557292938,1.0,1.0,0.01094073300009768
full,88,0.13333333333333333,0.9987551510989011,1.0,0.19373472034931183,1.0,0.8540405631065369,0.005716298499919503
full,99,0.2222222222222222,0.9980254120879121,1.0,0.16566258668899536,0.9,0.9837878346443176,0.005488375500135589
full,110,0.2727272727272727,0.997810782967033,1.0,0.1404922604560852,0.965217399597168,0.9723809957504272,0.0055136015000698535
minus_temporal_stream,11,0.0,0.9975103021978021,1.0,0.14626948535442352,1.0,0.9544904232025146,0.004656732500052385
minus_temporal_stream,22,0.2222222222222222,0.9961796016483516,1.0,0.10529664158821106,0.9,1.0,0.005331057000148576
minus_temporal_stream,33,0.0,0.9998282967032968,1.0,,,,
minus_temporal_stream,44,0.5,0.9933035714285715,1.0,0.23201915621757507,0.9428571462631226,0.9983470439910889,0.01162815100019543
minus_temporal_stream,55,1.0,1.0,1.0,0.003454645397141576,0.7857142925262451,1.0,0.00724566999997478
minus_temporal_stream,66,0.5,0.9941620879120878,1.0,0.0,1.0,1.0,0.004806218999874545
minus_temporal_stream,77,0.2222222222222222,0.9998282967032966,1.0,0.06897419691085815,0.95,0.9911446571350098,0.005975156999966202
minus_temporal_stream,88,1.0,1.0,1.0,0.0,1.0,1.0,0.005424356999810698
minus_temporal_stream,99,0.0,0.9976390796703297,1.0,0.17842097580432892,1.0,0.9202886819839478,0.008917086500332516
minus_temporal_stream,110,0.23076923076923078,0.9951923076923077,1.0,0.1291840821504593,0.9417989373207092,0.9737048149108887,0.01201286200011964
minus_heterogeneous_stream,11,0.0,1.0,1.0,0.25957661867141724,1.0,0.8237296938896179,0.0048360959999627084
minus_heterogeneous_stream,22,0.0,1.0,1.0,0.0,0.7257103681564331,1.0,0.0048751844999515015
minus_heterogeneous_stream,33,0.0,0.999742445054945,1.0,0.08897289633750916,1.0,0.9410997629165649,0.008227641000075891
minus_heterogeneous_stream,44,0.5454545454545454,1.0,1.0,0.0,0.7279411911964416,1.0,0.00874907700017502
minus_heterogeneous_stream,55,0.0,1.0,1.0,,,,
minus_heterogeneous_stream,66,0.4,1.0,1.0,0.0,0.6737786710262299,1.0,0.008682442999770501
minus_heterogeneous_stream,77,0.0,1.0,1.0,,,,
minus_heterogeneous_stream,88,1.0,1.0,1.0,0.0,0.8857142925262451,1.0,0.004516321499977494
minus_heterogeneous_stream,99,0.0,1.0,1.0,0.1593155860900879,1.0,1.0,0.004587777499864387
minus_heterogeneous_stream,110,0.0,0.9988839285714285,1.0,0.06909418851137161,1.0,0.9621392488479614,0.009266690499998731
minus_joint_optimization,11,0.2857142857142857,0.9983258928571428,1.0,0.1556919515132904,0.8666666746139526,0.9375103712081909,0.005575616500209435
minus_joint_optimization,22,0.0,0.9973385989010989,1.0,0.31529849767684937,1.0,0.9459471702575684,0.004715123000323729
minus_joint_optimization,33,0.1935483870967742,0.9933035714285714,1.0,0.15207035839557648,1.0,0.9776590466499329,0.008894477499779896
minus_joint_optimization,44,0.6666666666666666,1.0,1.0,0.18450291454792023,0.9200000047683716,0.9912645220756531,0.005059112500248375
minus_joint_optimization,55,0.6666666666666666,1.0,1.0,0.11818956583738327,0.8800000071525573,0.9967469573020935,0.0073744624999108055
minus_joint_optimization,66,0.6666666666666666,0.9986692994505494,1.0,0.08289607614278793,1.0,0.9679816365242004,0.0052562934999969
minus_joint_optimization,77,0.0,0.9998282967032966,1.0,0.08033885061740875,1.0,1.0,0.004958263999924384
minus_joint_optimization,88,0.35294117647058826,0.9996995192307692,1.0,0.17675329744815826,0.913450300693512,0.8436446785926819,0.007185413000115659
minus_joint_optimization,99,0.0,0.9987980769230769,1.0,0.19725430011749268,1.0,0.9370623826980591,0.005920176000017818
minus_joint_optimization,110,0.2,0.9924879807692307,1.0,0.16762317717075348,1.0,0.979015052318573,0.00688021750011103
minus_consistency_regularization,11,0.0,0.9922304258241758,1.0,0.27633118629455566,1.0,0.8423774838447571,0.005343794499822252
minus_consistency_regularization,22,0.5,0.9937328296703296,1.0,0.0,0.8666666686534882,1.0,0.004789138000433013
minus_consistency_regularization,33,0.2,0.9933035714285714,1.0,0.1519596427679062,0.975,0.9818660020828247,0.006872783000289928
minus_consistency_regularization,44,0.6666666666666666,0.9989697802197802,1.0,0.19044911861419678,0.9200000047683716,0.9647924900054932,0.0062395910003942845
minus_consistency_regularization,55,0.6666666666666666,1.0,1.0,0.1302279531955719,0.8472727298736572,0.9893670082092285,0.005557916500038118
minus_consistency_regularization,66,0.6666666666666666,0.9969951923076923,1.0,0.07836578041315079,1.0,0.9689712524414062,0.005663012500008335
minus_consistency_regularization,77,0.0,0.9998712225274725,1.0,0.09495732933282852,1.0,0.9949471950531006,0.005357152499982476
minus_consistency_regularization,88,0.3333333333333333,0.9989697802197802,1.0,0.1496572494506836,0.9789473652839661,0.8687713742256165,0.005515528000159975
minus_consistency_regularization,99,0.0,0.9945054945054944,1.0,0.20614999532699585,1.0,0.9924660921096802,0.004745144499793241
minus_consistency_regularization,110,0.2,0.9953210851648352,1.0,0.19968195259571075,0.9741935491561889,0.961081326007843,0.005868289500085666
minus_prototype_learning,11,0.2,0.9955357142857143,1.0,0.14968661963939667,1.0,0.9393849968910217,0.005741593500260933
minus_prototype_learning,22,0.0,0.997553228021978,1.0,0.30600637197494507,1.0,0.9689649343490601,0.009039079500325897
minus_prototype_learning,33,0.2222222222222222,0.9932606456043956,1.0,0.16598643362522125,0.9571428418159484,0.9585786461830139,0.01061996749967875
minus_prototype_learning,44,0.6666666666666666,1.0,1.0,0.18610835075378418,0.9200000047683716,0.9822173118591309,0.008637608499611815
minus_prototype_learning,55,0.6666666666666666,1.0,1.0,0.12590812146663666,0.8472727298736572,0.9793965220451355,0.008485715499773505
minus_prototype_learning,66,0.6666666666666666,0.9978537087912088,1.0,0.08003560453653336,1.0,0.9683241248130798,0.008871552500295365
minus_prototype_learning,77,0.3157894736842105,0.9995707417582417,1.0,0.07219871878623962,0.9799999952316284,0.9829739928245544,0.009411310000359663
minus_prototype_learning,88,0.3333333333333333,0.9995707417582417,1.0,0.1508728712797165,1.0,0.8841124176979065,0.0059672954998859495
minus_prototype_learning,99,0.0,0.9987122252747253,1.0,0.2244606465101242,1.0,0.8610870242118835,0.011246855499848607
minus_prototype_learning,110,0.2,0.9937757554945055,1.0,0.16530609130859375,0.924193549156189,0.9754267930984497,0.006140738000340207
minus_temporal_attention,11,0.5,0.9999570741758241,1.0,0.0,1.0,1.0,0.008462859999781358
minus_temporal_attention,22,0.0,0.9978537087912087,1.0,0.2424284815788269,1.0,0.9805939197540283,0.004225946499900601
minus_temporal_attention,33,0.2222222222222222,0.9995278159340659,1.0,0.19622623920440674,1.0,0.9579861760139465,0.005434365499695559
minus_temporal_attention,44,0.6666666666666666,0.9999570741758241,1.0,0.17536593973636627,0.7745454549789429,0.9808830618858337,0.00939349950022006
minus_temporal_attention,55,1.0,1.0,1.0,0.0009725093841552734,0.7857142925262451,1.0,0.004702148499745817
minus_temporal_attention,66,0.6666666666666666,0.9988839285714286,1.0,0.09187876433134079,1.0,0.9752597808837891,0.004324964500028727
minus_temporal_attention,77,0.5,0.9990556318681318,1.0,0.07267678529024124,0.7406593561172485,0.9622393846511841,0.005894973000067694
minus_temporal_attention,88,0.6666666666666666,0.9998712225274725,1.0,0.13224808871746063,1.0,0.9042412638664246,0.00480849500036129
minus_temporal_attention,99,0.0,0.9984117445054945,1.0,0.22872653603553772,1.0,0.9321093559265137,0.0055358609993163554
minus_temporal_attention,110,0.2222222222222222,0.9975103021978022,1.0,0.16029156744480133,0.9356725215911865,0.9644151926040649,0.004818405500373046
minus_gating_mechanism,11,0.0821917808219178,1.0,1.0,0.0666067972779274,0.9627330541610718,0.9965008497238159,0.00658959300017159
minus_gating_mechanism,22,0.26666666666666666,1.0,1.0,0.06005825474858284,0.9733333349227905,0.9763832688331604,0.005462430000079621
minus_gating_mechanism,33,0.13793103448275862,1.0,1.0,0.10773221403360367,0.9862069010734558,0.974882960319519,0.006388762500591838
minus_gating_mechanism,44,0.2,0.9993131868131868,1.0,0.13822795450687408,0.9,0.9586058855056763,0.005213250999986485
minus_gating_mechanism,55,0.6,1.0,1.0,0.10674512386322021,0.8969696998596192,0.9021285176277161,0.004991759500171611
minus_gating_mechanism,66,0.0,0.9995707417582418,1.0,0.0646366998553276,1.0,0.9209447503089905,0.00440835249992233
