metric,matched_seeds,candidate,reference,candidate_mean,reference_mean,paired_difference,ci95_low,ci95_high,paired_effect_dz,sign_flip_pvalue_two_sided
edge_auroc,5,X-THGNN,RandomForest,0.6357999999999999,0.7173125,-0.08151249999999996,-0.35580513729421503,0.19278013729421514,-0.36898962236825245,0.43707814609269535
edge_f1,5,X-THGNN,RandomForest,0.4343156197208017,0.38820514725885735,0.04611047246194426,-0.16071628396876425,0.2529372288926528,0.27681966581216305,0.5569721513924304
node_auroc,5,X-THGNN,RandomForest,0.5650793650793652,0.9402346445824709,-0.37515527950310557,-0.9481100878779332,0.19779952887172203,-0.813007932713499,0.256337183140843
node_f1,5,X-THGNN,RandomForest,0.04318599609154936,0.231178367650707,-0.18799237155915766,-0.36499293088128326,-0.010991812237032078,-1.318771876178886,0.06089695515224239
subgraph_f1,5,X-THGNN,RandomForest,1.0,1.0,0.0,0.0,0.0,,1.0
