epoch,train_loss,validation_loss
1,1.433455228805542,1.3003993034362793
2,1.266597032546997,1.2523791790008545
3,1.241045355796814,1.2117210626602173
4,1.135189175605774,1.175167441368103
5,1.081359624862671,1.1417794227600098
6,0.9814257025718689,1.1105625629425049
7,0.9193267822265625,1.081140398979187
8,0.8935337066650391,1.0533424615859985
9,0.8348874449729919,1.0259017944335938
10,0.8320138454437256,0.9992752075195312
11,0.7500760555267334,0.9742997288703918
12,0.6893267035484314,0.9493728876113892
13,0.6638786196708679,0.924930989742279
14,0.6811930537223816,0.9005265831947327
15,0.6002817153930664,0.8764918446540833
16,0.6292672157287598,0.8528710603713989
17,0.5777006149291992,0.8295903205871582
18,0.5508373379707336,0.8069511651992798
19,0.5191766023635864,0.784569501876831
20,0.5227526426315308,0.7622655034065247
21,0.546184778213501,0.7389985918998718
22,0.4406268298625946,0.7160580158233643
23,0.4599921703338623,0.6944255232810974
24,0.4691602885723114,0.6734670400619507
25,0.43844109773635864,0.6529646515846252
26,0.3895156979560852,0.6334255337715149
27,0.4203922748565674,0.6140825748443604
28,0.3549001216888428,0.5953876376152039
29,0.37538689374923706,0.5782015919685364
30,0.3455866575241089,0.5617203712463379
31,0.38739657402038574,0.5469866394996643
32,0.3027852773666382,0.5342375040054321
33,0.33774176239967346,0.5232067704200745
34,0.30642417073249817,0.5102241039276123
35,0.2738161087036133,0.49779799580574036
36,0.23729446530342102,0.4874235689640045
37,0.2481752634048462,0.4794103801250458
38,0.23745541274547577,0.4710940420627594
39,0.202271968126297,0.464266300201416
40,0.19985364377498627,0.4574783146381378
41,0.1766132414340973,0.45140340924263
42,0.14868217706680298,0.4487490952014923
43,0.1787732094526291,0.44366011023521423
44,0.273010790348053,0.4378839135169983
45,0.15815003216266632,0.431286484003067
46,0.1352960467338562,0.4278481900691986
47,0.12351379543542862,0.42718973755836487
48,0.11885327845811844,0.4296758770942688
49,0.12192442268133163,0.4350701570510864
50,0.14615005254745483,0.44276192784309387
