epoch,train_loss,validation_loss
1,1.9944062232971191,1.3469423055648804
2,1.76274836063385,1.3439993858337402
3,1.6041256189346313,1.340010166168213
4,1.4495768547058105,1.3381108045578003
5,1.340754508972168,1.3369208574295044
6,1.2328498363494873,1.3364585638046265
7,1.1894207000732422,1.337042212486267
8,1.1262649297714233,1.3374210596084595
9,1.0926039218902588,1.337236762046814
10,1.1290173530578613,1.3385637998580933
11,1.0885311365127563,1.340397834777832
12,1.0758029222488403,1.343428134918213
13,1.0458089113235474,1.3472058773040771
14,1.0413808822631836,1.352437973022461
15,0.9989405274391174,1.3585680723190308
16,1.0012613534927368,1.3663065433502197
