metric,matched_seeds,candidate,reference,candidate_mean,reference_mean,paired_difference,ci95_low,ci95_high,paired_effect_dz,sign_flip_pvalue_two_sided
edge_auroc,5,X-THGNN,RandomForest,0.9873750000000001,0.9876850000000001,-0.00031000000000001025,-0.013191863800305518,0.012571863800305498,-0.029880446293342397,1.0
edge_f1,5,X-THGNN,RandomForest,0.974337395545054,0.9847715736040608,-0.010434178059006838,-0.01696514409933946,-0.003903212018674213,-1.983740715647115,0.0623968801559922
node_auroc,5,X-THGNN,RandomForest,0.9751720232681846,0.9830207457487516,-0.007848722480566983,-0.021694671844102266,0.005997226882968299,-0.7038503377513634,0.31158442077896104
node_f1,5,X-THGNN,RandomForest,0.9797979797979798,0.9326923076923077,0.04710567210567218,0.04710567210567218,0.04710567210567218,,0.06089695515224239
subgraph_f1,5,X-THGNN,RandomForest,0.5666666666666667,0.5466666666666666,0.019999999999999997,-0.13651315751372925,0.17651315751372923,0.15866576560438353,1.0
