metric,matched_seeds,candidate,reference,candidate_mean,reference_mean,paired_difference,ci95_low,ci95_high,paired_effect_dz,sign_flip_pvalue_two_sided
edge_auroc,5,X-THGNN,HistGradientBoosting,0.4922944,0.43616,0.05613439999999996,-0.1333738657859601,0.24564266578596006,0.36779431890053876,0.5625218739063047
edge_f1,5,X-THGNN,HistGradientBoosting,0.6551011968760707,0.6576819407008087,-0.002580743824737919,-0.03347084398116628,0.028309356331690443,-0.1037360409819491,1.0
node_auroc,5,X-THGNN,HistGradientBoosting,0.5239737558230709,0.5145461463954613,0.009427609427609673,-0.07205232541631441,0.09090754427153376,0.1436663300947921,0.7540622968851557
node_f1,5,X-THGNN,HistGradientBoosting,0.6627139920173681,0.6682134570765661,-0.005499465059198072,-0.007219069841972838,-0.0037798602764233065,-3.9709634689241198,0.06089695515224239
subgraph_f1,5,X-THGNN,HistGradientBoosting,0.39761904761904754,0.6666666666666666,-0.2690476190476191,-0.7265171978833246,0.1884219597880864,-0.730249087216019,0.24903754812259388
