epoch,train_loss,validation_loss,train_total,train_node,train_edge,train_link_contrastive,train_subgraph,train_explanation,train_importance_alignment,train_temporal_consistency,train_cross_layer_consistency,validation_total,validation_node,validation_edge,validation_link_contrastive,validation_subgraph,validation_explanation,validation_importance_alignment,validation_temporal_consistency,validation_cross_layer_consistency
1,5.028230667114258,3.600719451904297,5.028230667114258,1.7008837461471558,1.1431723833084106,1.454200029373169,0.5079063177108765,2.2206807136535645,1.1749190092086792,0.5992364883422852,0.00030905421590432525,3.600719451904297,1.456152081489563,1.065906286239624,0.6795147061347961,0.27667325735092163,1.224729299545288,1.0993013381958008,0.0,2.921177656389773e-05
2,4.371110439300537,3.538804769515991,4.371110439300537,1.394972801208496,1.0595946311950684,1.2732042074203491,0.5031695365905762,1.4016908407211304,1.0893687009811401,0.9137691855430603,0.00040780744166113436,3.538804769515991,1.451544165611267,1.0128989219665527,0.6821626424789429,0.2767314910888672,1.1546735763549805,1.0690993070602417,0.0,3.222385566914454e-05
3,4.366927623748779,3.4805712699890137,4.366927623748779,1.537675380706787,0.9990811944007874,1.2014429569244385,0.5128952264785767,1.1583290100097656,1.0513919591903687,0.6631228923797607,0.00037307842285372317,3.4805712699890137,1.4408185482025146,0.9667300581932068,0.6827304363250732,0.2767961025238037,1.134960412979126,1.0408436059951782,0.0,3.260453013353981e-05
4,4.152027606964111,3.41373610496521,4.152027606964111,1.291231632232666,0.9991946816444397,1.2422434091567993,0.5094054937362671,1.0995244979858398,1.047878384590149,0.3646499812602997,0.00043635364272631705,3.41373610496521,1.4238065481185913,0.9220403432846069,0.6793605089187622,0.27683427929878235,1.116944432258606,1.01353919506073,0.0,3.275673225289211e-05
5,3.9302449226379395,3.3482048511505127,3.9302449226379395,1.3990302085876465,0.9139949083328247,1.0059734582901,0.507517397403717,1.0372934341430664,0.9961355924606323,0.42575323581695557,0.0005309139960445464,3.3482048511505127,1.4051580429077148,0.8794057965278625,0.6771606206893921,0.2769011855125427,1.095792293548584,0.9851781725883484,0.0,3.222201848984696e-05
6,3.9131741523742676,3.2864816188812256,3.9131741523742676,1.3086788654327393,0.9209086894989014,1.0813627243041992,0.4967440664768219,1.0547969341278076,1.016457200050354,0.48273637890815735,0.0004900878411717713,3.2864816188812256,1.3856232166290283,0.8386121392250061,0.6782621741294861,0.27694520354270935,1.0703907012939453,0.9561178088188171,0.0,3.209504211554304e-05
7,3.569626569747925,3.2242014408111572,3.569626569747925,1.131575345993042,0.8515599966049194,0.9826238751411438,0.5046702027320862,0.9919725060462952,0.9530131220817566,0.4610752761363983,0.0006480857846327126,3.2242014408111572,1.3680235147476196,0.7989726066589355,0.6757797002792358,0.27709951996803284,1.043260931968689,0.9262226223945618,0.0,3.203794767614454e-05
8,3.6650309562683105,3.144986867904663,3.6650309562683105,1.1243767738342285,0.8314460515975952,1.1042859554290771,0.5065852999687195,0.9833705425262451,0.945026159286499,0.682587206363678,0.0006827287143096328,3.144986867904663,1.3394050598144531,0.7584069967269897,0.6687701940536499,0.27706432342529297,1.0134016275405884,0.8946739435195923,0.0,3.2176729291677475e-05
9,2.896933078765869,3.0753209590911865,2.896933078765869,0.5946491360664368,0.792273998260498,0.9131925106048584,0.49992790818214417,0.9688960909843445,0.9294382929801941,0.8599224090576172,0.0008170913788489997,3.0753209590911865,1.3152234554290771,0.7199511528015137,0.6648745536804199,0.2772064805030823,0.9806544780731201,0.862063467502594,0.0,3.2171086786547676e-05
10,2.90116024017334,3.005284070968628,2.90116024017334,0.585286557674408,0.7872288227081299,0.9258326292037964,0.5096834301948547,0.9312881827354431,0.8896166682243347,0.731709897518158,0.00086217001080513,3.005284070968628,1.287423014640808,0.6829946637153625,0.6627194285392761,0.27726584672927856,0.9488102793693542,0.8297313451766968,0.0,3.194582313881256e-05
