epoch,train_loss,validation_loss,train_total,train_node,train_edge,train_link_contrastive,train_subgraph,train_explanation,train_importance_alignment,train_temporal_consistency,train_cross_layer_consistency,validation_total,validation_node,validation_edge,validation_link_contrastive,validation_subgraph,validation_explanation,validation_importance_alignment,validation_temporal_consistency,validation_cross_layer_consistency
1,50.58699417114258,5.54300594329834,50.58699417114258,1.6218607425689697,1.0987054109573364,12.87744140625,0.6127468347549438,2.5109200477600098,1.326859712600708,682.5028076171875,0.0002054840442724526,5.54300594329834,1.2400487661361694,1.1406625509262085,2.3540990352630615,0.6627691984176636,1.454226016998291,1.1186972856521606,0.0,0.00019034295110031962
2,32.86526107788086,9.653584480285645,32.86526107788086,1.3900226354599,1.1377637386322021,10.053767204284668,0.5852290391921997,1.3066368103027344,1.0858367681503296,391.356201171875,0.00023114585201255977,9.653584480285645,1.2584131956100464,1.125720739364624,6.436427116394043,0.6725271940231323,1.6049187183380127,1.1178058385849,0.0,0.00022094098676461726
3,54.98868179321289,11.453490257263184,54.98868179321289,1.3003689050674438,1.1284193992614746,12.01130485534668,0.5831377506256104,1.1446855068206787,1.0535681247711182,797.01953125,0.00022837343567516655,11.453490257263184,1.2424712181091309,1.1166255474090576,8.255043983459473,0.6740660667419434,1.6527974605560303,1.1161987781524658,0.0,0.000253113335929811
4,12.4613618850708,9.59766960144043,12.4613618850708,1.112213134765625,1.0702400207519531,9.483722686767578,0.5470269918441772,1.0142450332641602,0.9451509714126587,2.934608221054077,0.00025191614986397326,9.59766960144043,1.2283273935317993,1.106413722038269,6.398944854736328,0.6888361573219299,1.7514145374298096,1.1222273111343384,0.0,0.0002828192664310336
5,11.754737854003906,8.575852394104004,11.754737854003906,1.2140682935714722,1.059065341949463,8.653900146484375,0.5976830720901489,1.0737037658691406,1.0149580240249634,2.452910900115967,0.00022288880427367985,8.575852394104004,1.220191240310669,1.09836745262146,5.373166561126709,0.6997643709182739,1.8435590267181396,1.1291930675506592,0.0,0.00031099500483833253
6,11.922411918640137,7.724207878112793,11.922411918640137,0.8531447649002075,0.993607223033905,9.27218246459961,0.5377072095870972,0.9720311164855957,0.9111834764480591,3.371218681335449,0.00029211852233856916,7.724207878112793,1.2168428897857666,1.0888941287994385,4.511745452880859,0.7146306037902832,1.92087984085083,1.1373379230499268,0.0,0.00033098465064540505
7,11.836257934570312,6.830935955047607,11.836257934570312,1.3621819019317627,0.9543414115905762,8.75669002532959,0.5465268492698669,0.968644917011261,0.9069156050682068,2.3929152488708496,0.00033828779123723507,6.830935955047607,1.217233419418335,1.0813636779785156,3.6135475635528564,0.7212986946105957,1.974855899810791,1.149644374847412,0.0,0.00036164536140859127
8,29.996129989624023,13.998688697814941,29.996129989624023,1.529080867767334,0.9777395725250244,8.282669067382812,0.5116254687309265,0.9894525408744812,0.9274513721466064,371.9212341308594,0.00038330574170686305,13.998688697814941,1.234841227531433,1.0841351747512817,10.773774147033691,0.7205864787101746,1.853440761566162,1.1629645824432373,0.0,0.0003879165160469711
9,42.37688446044922,18.824527740478516,42.37688446044922,1.1504015922546387,1.0034757852554321,8.355287551879883,0.5353766679763794,0.9290042519569397,0.8679704666137695,624.7886962890625,0.00045218702871352434,18.824527740478516,1.217049479484558,1.0857504606246948,15.481955528259277,0.8404143452644348,1.9934989213943481,1.1675200462341309,0.0,0.00041378525202162564
10,37.93343734741211,22.918794631958008,37.93343734741211,1.5076384544372559,0.9420724511146545,8.482376098632812,0.5709637999534607,0.9316484332084656,0.8695806264877319,526.7442626953125,0.00047129305312409997,22.918794631958008,1.2754749059677124,1.09195077419281,19.552600860595703,0.8017099499702454,1.9704902172088623,1.185015082359314,0.0,0.0004376826691441238
11,10.845001220703125,17.175275802612305,10.845001220703125,1.0507144927978516,0.9037604331970215,8.183379173278809,0.5236632823944092,0.8537005186080933,0.7892456650733948,1.9620498418807983,0.000595671299379319,17.175275802612305,1.2695574760437012,1.0918446779251099,13.802776336669922,0.8108272552490234,2.0025978088378906,1.1923949718475342,0.0,0.0004595672362484038
