epoch,train_loss,validation_loss
1,1.1820931434631348,1.4625588655471802
2,1.1626129150390625,1.4242298603057861
3,1.1685199737548828,1.3876276016235352
4,1.1540530920028687,1.3550949096679688
5,1.1505366563796997,1.3251628875732422
6,1.128348469734192,1.297639012336731
7,1.1261634826660156,1.271652340888977
8,1.1312901973724365,1.2475682497024536
9,1.10167396068573,1.2259148359298706
10,1.1037397384643555,1.204866886138916
11,1.086634635925293,1.184170126914978
12,1.078237533569336,1.1645936965942383
13,1.0729990005493164,1.1460813283920288
14,1.0584708452224731,1.1283631324768066
15,1.075730800628662,1.1108347177505493
16,1.0506551265716553,1.0912319421768188
17,1.0586881637573242,1.072828769683838
18,1.0240498781204224,1.0531365871429443
19,1.0008931159973145,1.0326497554779053
20,1.0019264221191406,1.0110951662063599
21,0.9708854556083679,0.9875620603561401
22,0.9660409688949585,0.9624590277671814
23,0.953685462474823,0.9364438652992249
24,0.9176762104034424,0.9088247418403625
25,0.9063825607299805,0.8782634735107422
26,0.8977428674697876,0.8451517224311829
27,0.8676390051841736,0.8103286623954773
28,0.8571249842643738,0.7746362686157227
29,0.8283514976501465,0.7386816740036011
30,0.8197759985923767,0.7024682760238647
31,0.7915921211242676,0.6665183305740356
32,0.7654515504837036,0.6303856372833252
33,0.7516738772392273,0.5938374400138855
34,0.7132327556610107,0.5570757985115051
35,0.6744598746299744,0.5213250517845154
36,0.6647872924804688,0.4854905307292938
37,0.6425367593765259,0.4494630992412567
38,0.6162864565849304,0.415355920791626
39,0.5867650508880615,0.3841091990470886
40,0.5659971833229065,0.3555578291416168
41,0.5384162664413452,0.3292846381664276
42,0.5540645122528076,0.30508509278297424
43,0.49765151739120483,0.2824970781803131
44,0.5029734373092651,0.2621140480041504
45,0.495895117521286,0.24427463114261627
46,0.434784471988678,0.2279077172279358
47,0.45915988087654114,0.21366754174232483
48,0.43131282925605774,0.2008810043334961
49,0.38319623470306396,0.18850837647914886
50,0.39729514718055725,0.177419051527977
