epoch,train_loss,validation_loss
1,1.3805469274520874,1.3038057088851929
2,1.3636212348937988,1.3185919523239136
3,1.345762014389038,1.3350297212600708
4,1.329219937324524,1.353236436843872
5,1.3113696575164795,1.3732894659042358
6,1.302700400352478,1.395108938217163
7,1.2773624658584595,1.418662667274475
8,1.264011263847351,1.444201946258545
9,1.281744122505188,1.4721165895462036
10,1.2363898754119873,1.5029734373092651
11,1.196630835533142,1.5373080968856812
