metric,matched_seeds,candidate,reference,candidate_mean,reference_mean,paired_difference,ci95_low,ci95_high,paired_effect_dz,sign_flip_pvalue_two_sided
edge_auroc,5,X-THGNN,LogisticRegression,0.9873750000000001,0.9896,-0.0022250000000000325,-0.012229236203497421,0.007779236203497356,-0.27615325546168185,0.5668216589170542
edge_f1,5,X-THGNN,LogisticRegression,0.974337395545054,0.9847715736040608,-0.010434178059006838,-0.01696514409933946,-0.003903212018674213,-1.983740715647115,0.0623968801559922
node_auroc,5,X-THGNN,LogisticRegression,0.9751720232681846,0.9791598743929854,-0.003987851124800557,-0.017833800488335806,0.009858098238734691,-0.3576187549047179,0.5032748362581871
node_f1,5,X-THGNN,LogisticRegression,0.9797979797979798,0.9326923076923077,0.04710567210567218,0.04710567210567218,0.04710567210567218,,0.06089695515224239
subgraph_f1,5,X-THGNN,LogisticRegression,0.5666666666666667,0.4,0.16666666666666663,0.053318769890290496,0.28001456344304276,1.8257418583505538,0.06364681765911705
