epoch,train_loss,validation_loss
1,0.7345321178436279,0.6812339425086975
2,0.7202898263931274,0.6790582537651062
3,0.7186112999916077,0.6776463389396667
4,0.7105252742767334,0.6769065856933594
5,0.7119017243385315,0.6769983768463135
6,0.7069196105003357,0.6777167320251465
7,0.703396737575531,0.6787280440330505
8,0.7043327689170837,0.6797845959663391
9,0.6974892020225525,0.680952787399292
10,0.7066248059272766,0.6821210384368896
11,0.7031142115592957,0.6832362413406372
12,0.7046133875846863,0.6840541362762451
13,0.7003012895584106,0.6843578219413757
14,0.7044265866279602,0.6843967437744141
